"All Outlinks"
"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/category/paid-search/","50899","","Paid Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/category/seo/","50637","","SEO","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/category/social/","50631","","Social","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/category/video/","50946","","Video","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/post-type/featured/","51816","","Featured Articles","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/catalyst-joins-marketing-land-hashtag-bowl/","55559","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/catalyst-joins-marketing-land-hashtag-bowl/","55559","","Catalyst Joins Marketing Land’s #Hashtag Bowl","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/bing-agency-awards/","56162","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/bing-agency-awards/","56162","","Catalyst Shortlisted in Bing Agency Awards!","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/catalyst-and-retail-what-is-new-april-2017/","58118","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/catalyst-and-retail-what-is-new-april-2017/","58118","","Catalyst & Retail: What's New","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/sitemap/","43151","","Sitemap","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Privacy Policy","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Learn More","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","50648","","Close","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.facebook.com/business/success/baublebar","698408","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.facebook.com/business/success/baublebar","698408","","Continue Reading","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","http://twitter.com/jpmorgan","0","","@jpmorgan","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","http://twitter.com/#!/search?q=#jpmcc","0","","#jpmcc","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://t.co/Y8ICXKsjbU","","","https://t.co/Y8ICXKsjbU","","","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.facebook.com/CatalystOnline","946291","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.linkedin.com/company/catalyst-online","1461","","","999","Request denied","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.youtube.com/user/CatalystSEM","318650","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://plus.google.com/u/0/111208662327698074391/posts","0","","","302","Found","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.facebook.com/tr?id=105753836437798&ev=PageView&noscript=1","44","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://secure.mari4norm.com/163454.png","0","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/logo.png","5386","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/green-circle-footer.png","1093","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/green-circle-footer.png","1093","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/twitter-leaf.png","1667","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/twitter-border.png","1725","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/facebook-border.png","1667","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/linkedin-border.png","1610","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/youtube-border.png","1702","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/googleplus-border.png","1852","","","200","OK","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://dc.ads.linkedin.com/collect/?pid=51736&fmt=gif","","","","","","true"
"IMG","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/966672173/?guid=ON&script=0","","","","","","true"
"CSS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/mo8m43pj/2be5x.css","0","","","200","OK","true"
"CSS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/30y0qztv/4ltl3.css","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/fdkh9ow/4ltl5.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.googleadservices.com/pagead/conversion_async.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://secure.mari4norm.com/js/163454.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.google.com/recaptcha/api.js?onload=wp_recaptchaLoadCallback&render=explicit","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/mmr/81a71661-1559659514.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.google.com/recaptcha/api.js?render=6Lf7aJUUAAAAAKOb3xgyxaIflGu8yAGk2rVr0ea_&ver=3.0","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/wp-content/mmr/fda648c9-1559659522.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.googleadservices.com/pagead/conversion.js","0","","","200","OK","true"
"HTML Canonical","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/","50648","","","200","OK","true"
"HTTP Redirect","http://catalystsearch.wpengine.com/wp-content/uploads/Bing_Elite_Agency_Badge_Teal.png","http://www.catalystdigital.com/wp-content/uploads/Bing_Elite_Agency_Badge_Teal.png","","","","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/","52863","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","58742","","Skip to content","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/company/","44639","","About","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/company/digital-marketing-technology/","45921","","Catalyst FUSION","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/company/management-team/","53919","","Management Team","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/company/catalyst-history/","47662","","History","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/search-marketing-agency-forrester-wave/","68121","","Forrester Wave","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/advertiser-perceptions-ad-agency-report-names-catalyst-top-search-agency/","57668","","Advertiser Perceptions Report","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/prioritize-search-to-maximize-marketing-roi/","66878","","Marketing ROI Study","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/how-online-search-data-can-improve-offline-retail-results/","67326","","Search & Offline Retail Results","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/","45771","","Case Studies","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-100-paid-search-case-study/","52454","","Fortune 100 Company","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/boosting-business-results-with-bing-ads-case-study/","50208","","Catalyst + Bing Ads","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/baublebar-facebook-dynamic-ads-case-study/","51934","","BaubleBar + Facebook","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/behr-paid-search-pinterest-case-study/","52327","","BEHR","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-seo-paid-search-case-study/","50334","","Fortune 100 CPG Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/audi-twitter-strategy/","43909","","Audi","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-amazon-marketing-case-study/","51266","","Fortune 500 CPG Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/global-manufacturer-paid-search-case-study/","50980","","Global Appliance Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/head-and-shoulders-paid-and-organic-search-case-study/","50941","","Head & Shoulders","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-case-studies/sams-club/","43167","","Sam’s Club","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/","48880","","Services","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/seo/","43836","","Organic Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/ppc/","44438","","Paid Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/programmatic/","43616","","Programmatic","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/social-media/","43920","","Social Media","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/social-media-advertising/","44149","","Social Media Advertising","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/amazon-search-marketing/","51757","","Search Marketing on Amazon","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/digital-marketing-services/eshelf/","50862","","Ecommerce Marketing","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/company/digital-marketing-webinars/","75830","","Webinars","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/blog/","68718","","Blog","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/contact/","57983","","Contact","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/contact/digital-marketing-jobs/","44986","","Careers","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/post-type/post/","51191","","Posts","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/post-type/publication/","51069","","Publications","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/post-type/featured/","51816","","Featured Articles","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/post-type/news/","51389","","News & Events","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/author/dshelat/","","","Dhanesh Shelat","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/author/dshelat/","","","Dhanesh Shelat","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/changing-seo-suo/","","","","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/changing-seo-suo/","","","Changing SEO to SUO","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/seo-will-always-thrive/","","","","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/seo-will-always-thrive/","","","Why SEO Will Always Thrive","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/social-seo-strategies-mastering-the-art-of-social-seo-ch-1/","58535","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/social-seo-strategies-mastering-the-art-of-social-seo-ch-1/","58535","","Social SEO Strategies: Mastering the Art of Social SEO Sneak Peak","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/post-type/post/","51191","","Back to Posts","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/catalyst-culture/","50821","","Catalyst Culture","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/content/","49795","","Content","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/e-commerce/","50504","","E-Commerce","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/linking/","44298","","Linking","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/mobile/","50739","","Mobile","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/paid-search/","50899","","Paid Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/seo/","50637","","SEO","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/social/","50631","","Social","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/category/video/","50946","","Video","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/post-type/post/","51191","","Posts","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/changing-seo-suo/","","","","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/changing-seo-suo/","","","Changing SEO to SUO","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/seo-will-always-thrive/","","","","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/seo-will-always-thrive/","","","Why SEO Will Always Thrive","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/social-seo-strategies-mastering-the-art-of-social-seo-ch-1/","58535","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/social-seo-strategies-mastering-the-art-of-social-seo-ch-1/","58535","","Social SEO Strategies: Mastering the Art of Social SEO Sneak Peak","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/sitemap/","43151","","Sitemap","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Privacy Policy","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Learn More","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","58742","","Close","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","http://moz.com/blog/prediction-anchor-text-is-dying-and-will-be-replaced-by-cocitation-whiteboard-friday","","","Whiteboard Friday","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","http://www.sourceforge.net/","","","Source Forge","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","http://www.reevoo.com/","","","Reevoo","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","http://twitter.com/jpmorgan","0","","@jpmorgan","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","http://twitter.com/#!/search?q=#jpmcc","0","","#jpmcc","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://t.co/Y8ICXKsjbU","","","https://t.co/Y8ICXKsjbU","","","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.facebook.com/CatalystOnline","946291","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.linkedin.com/company/catalyst-online","1461","","","999","Request denied","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.youtube.com/user/CatalystSEM","318650","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://plus.google.com/u/0/111208662327698074391/posts","0","","","302","Found","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.facebook.com/tr?id=105753836437798&ev=PageView&noscript=1","44","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://secure.mari4norm.com/163454.png","0","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/logo.png","5386","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/uploads/userphoto/108.jpg","","Dhanesh Shelat","","","","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/green-circle-footer.png","1093","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/green-circle-footer.png","1093","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/twitter-leaf.png","1667","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/twitter-border.png","1725","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/facebook-border.png","1667","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/linkedin-border.png","1610","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/youtube-border.png","1702","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/googleplus-border.png","1852","","","200","OK","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://dc.ads.linkedin.com/collect/?pid=51736&fmt=gif","","","","","","true"
"IMG","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/966672173/?guid=ON&script=0","","","","","","true"
"CSS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/mo8m43pj/2be5x.css","0","","","200","OK","true"
"CSS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/30y0qztv/4ltl3.css","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/fdkh9ow/4ltl5.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.googleadservices.com/pagead/conversion_async.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://secure.mari4norm.com/js/163454.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.google.com/recaptcha/api.js?onload=wp_recaptchaLoadCallback&render=explicit","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/mmr/aef41b56-1559659514.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.google.com/recaptcha/api.js?render=6Lf7aJUUAAAAAKOb3xgyxaIflGu8yAGk2rVr0ea_&ver=3.0","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/wp-content/mmr/fda648c9-1559659522.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.googleadservices.com/pagead/conversion.js","0","","","200","OK","true"
"HTML Canonical","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","https://www.catalystdigital.com/co-citation-the-new-seo-killer/","58742","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","https://www.catalystdigital.com/","52863","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","57315","","Skip to content","200","OK","true"
"AHREF","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","https://www.catalystdigital.com/company/","44639","","About","200","OK","true"
"AHREF","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","https://www.catalystdigital.com/company/digital-marketing-technology/","45921","","Catalyst FUSION","200","OK","true"
"AHREF","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","https://www.catalystdigital.com/company/management-team/","53919","","Management Team","200","OK","true"
"AHREF","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","https://www.catalystdigital.com/company/catalyst-history/","47662","","History","200","OK","true"
"AHREF","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/","https://www.catalystdigital.com/search-marketing-agency-forrester-wave/","68121","","Forrester Wave","200","OK","true"
